agents,utilities
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","-1.0;1.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","-1.0;1.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","-1.0;1.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","-1.0;1.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","-1.0;1.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","-1.0;1.0"
"('Random' / 'MCTS-UCB1-1.41421356237-Random200')","-1.0;1.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random200' / 'Random')","0.0;0.0"
