agents,utilities
"('MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-MAST' / 'MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.6-Random4')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-MAST' / 'MCTS-UCB1-0.6-Random4')","0.33333333333333337;-1.0;0.33333333333333337;0.33333333333333337"
"('MCTS-UCB1-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-0.1-MAST')","1.0;-0.33333333333333326;0.33333333333333337;-1.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-MAST' / 'MCTS-UCB1-0.1-NST')","1.0;-1.0;0.33333333333333337;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-MAST')","-1.0;1.0;-0.33333333333333326;0.33333333333333337"
"('MCTS-UCB1-0.1-MAST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.6-Random4')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-MAST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.1-MAST' / 'MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-MAST')","1.0;-0.33333333333333326;0.33333333333333337;-1.0"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-MAST')","-1.0;1.0;-0.33333333333333326;0.33333333333333337"
"('MCTS-UCB1-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-MAST' / 'MCTS-UCB1-0.6-Random4')","-1.0;0.33333333333333337;0.33333333333333337;0.33333333333333337"
"('MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-0.1-MAST' / 'MCTS-ProgressiveHistory-0.6-MAST')","1.0;-0.33333333333333326;0.33333333333333337;-1.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-0.1-MAST' / 'MCTS-UCB1-0.1-NST' / 'MCTS-ProgressiveHistory-0.6-MAST')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-0.1-MAST')","-1.0;1.0;-0.33333333333333326;0.33333333333333337"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-MAST' / 'MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-MAST')","0.33333333333333337;-0.33333333333333326;-1.0;1.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-0.1-NST' / 'MCTS-UCB1-0.1-MAST' / 'MCTS-ProgressiveHistory-0.6-MAST')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
