agents,utilities
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","-0.33333333333333326;0.33333333333333337;-1.0;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0')","1.0;0.33333333333333337;-1.0;-0.33333333333333326"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;1.0;-1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4')","-1.0;0.33333333333333337;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4')","-0.33333333333333326;0.33333333333333337;1.0;-1.0"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;1.0;-0.33333333333333326;-1.0"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0')","-0.6666666666666665;0.33333333333333337;1.0;-0.6666666666666665"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;-0.6666666666666665;1.0;-0.6666666666666665"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;-0.33333333333333326;1.0;-1.0"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;-0.33333333333333326;1.0;-1.0"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;1.0;-1.0;-0.33333333333333326"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4')","0.33333333333333337;-0.33333333333333326;1.0;-1.0"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","-0.33333333333333326;-1.0;0.33333333333333337;1.0"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","-1.0;0.33333333333333337;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","-1.0;-0.33333333333333326;0.33333333333333337;1.0"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","-1.0;-0.33333333333333326;1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;-1.0;1.0;-0.33333333333333326"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0')","0.33333333333333337;-1.0;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","0.0;0.0;-1.0;1.0"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","-0.6666666666666665;1.0;-0.6666666666666665;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4')","-1.0;-0.33333333333333326;1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4')","-1.0;1.0;0.33333333333333337;-0.33333333333333326"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.6-Random0')","-0.33333333333333326;1.0;0.33333333333333337;-1.0"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-MAST')","0.0;0.0;-1.0;1.0"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST')","-0.6666666666666665;-0.6666666666666665;1.0;0.33333333333333337"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST')","-1.0;0.6666666666666667;0.6666666666666667;-0.33333333333333326"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-0.1-MAST' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random200')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1GRAVE-0.1-MAST')","-0.33333333333333326;-1.0;0.6666666666666667;0.6666666666666667"
"('MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST')","0.33333333333333337;-0.33333333333333326;-1.0;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-Random200' / 'MCTS-UCB1-0.1-Random4' / 'MCTS-UCB1-0.6-Random0' / 'MCTS-UCB1GRAVE-0.1-MAST')","-1.0;-0.33333333333333326;1.0;0.33333333333333337"
