agents,utilities
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","-0.20000000000000018;-0.20000000000000018;-0.20000000000000018;1.0;1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-NST' / 'Random' / 'Random')","1.0;1.0;1.0;-0.20000000000000018;-0.20000000000000018;-0.20000000000000018"
