agents,utilities
"('MCTS-UCB1-1.41421356237-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-1.41421356237-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-1.41421356237-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-1.41421356237-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-1.41421356237-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-1.41421356237-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-1.41421356237-Random4')","0.0;0.0"
