agents,utilities
"('MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
"('Random' / 'MCTS-UCB1-1.41421356237-MAST' / 'Random' / 'Random')","0.0;0.0;0.0;0.0"
