agents,utilities
"('MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-ProgressiveHistory-0.6-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-ProgressiveHistory-0.6-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-Random4')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random4')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-Random4')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random4')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1-0.6-Random4')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1-0.6-Random4')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1-0.6-Random4')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1-0.6-Random4')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1-0.6-Random4')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-ProgressiveHistory-0.6-Random0' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1Tuned-0.6-Random200')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1Tuned-0.6-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-Random4' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-ProgressiveHistory-0.6-Random0')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
