agents,utilities
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-UCB1-0.1-Random0')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-UCB1-0.1-Random0')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-UCB1-0.1-Random0')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-UCB1-0.1-Random0')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-UCB1-0.1-Random0')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-UCB1-0.1-Random0')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-UCB1-0.1-Random0')","1.0;-1.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-0.1-Random0' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","0.0;0.0"
