agents,utilities
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","0.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","0.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","0.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","1.0;-1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","0.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-UCB1Tuned-1.41421356237-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","0.0;0.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","0.0;0.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","1.0;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;1.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","0.0;0.0"
"('MCTS-UCB1Tuned-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;1.0"
