agents,utilities
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4')","0.0;0.0;0.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4')","0.0;0.0;0.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4')","0.0;0.0;0.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST')","0.0;-1.0;1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;0.0;1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;0.0;1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;0.0;1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.6-NST')","1.0;0.0;-1.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;0.0;1.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST')","0.0;-1.0;1.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;0.0;1.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST')","0.0;-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4')","0.0;-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4')","1.0;-1.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.6-Random4')","1.0;0.0;-1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","0.0;1.0;-1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","0.0;1.0;-1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","0.0;1.0;-1.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","0.0;1.0;-1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","1.0;-1.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","1.0;-1.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","1.0;-1.0;0.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.6-NST' / 'MCTS-ProgressiveHistory-0.6-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-Random0')","1.0;0.0;-1.0"
