agents,utilities
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST')","-0.5;1.0;-0.5"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;1.0;-1.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;1.0;-1.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;1.0;-1.0"
"('MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST')","0.0;1.0;-1.0"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST')","-0.5;1.0;-0.5"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-MAST')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","1.0;-0.5;-0.5"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","-0.5;1.0;-0.5"
"('MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST')","-0.5;1.0;-0.5"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST')","0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST')","0.0;1.0;-1.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST')","1.0;-0.5;-0.5"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-MAST')","0.0;1.0;-1.0"
