agents,utilities
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-0.6-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-0.6-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.1-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-0.6-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.1-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.1-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1-0.6-Random4')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1Tuned-0.1-Random200')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1GRAVE-1.41421356237-NST' / 'MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0;0.0;0.0"
"('MCTS-UCB1-0.6-Random4' / 'MCTS-UCB1Tuned-0.1-Random200' / 'MCTS-UCB1-1.41421356237-Random0' / 'MCTS-UCB1GRAVE-1.41421356237-NST')","0.0;0.0;0.0;0.0"
