agents,utilities
"('MCTS-UCB1GRAVE-0.1-Random0' / 'MCTS-ProgressiveHistory-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-NST')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.1-Random0' / 'MCTS-ProgressiveHistory-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1Tuned-0.1-NST')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('MCTS-UCB1Tuned-0.1-NST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-Random0' / 'MCTS-ProgressiveHistory-0.1-MAST')","0.33333333333333337;-0.33333333333333326;-1.0;1.0"
"('MCTS-UCB1Tuned-0.1-NST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-Random0' / 'MCTS-ProgressiveHistory-0.1-MAST')","1.0;-1.0;-0.33333333333333326;0.33333333333333337"
"('MCTS-UCB1Tuned-0.1-NST' / 'MCTS-UCB1GRAVE-0.1-Random0' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-ProgressiveHistory-0.1-MAST')","1.0;-1.0;0.33333333333333337;-0.33333333333333326"
"('MCTS-ProgressiveHistory-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-NST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-Random0')","0.33333333333333337;-1.0;1.0;-0.33333333333333326"
"('MCTS-ProgressiveHistory-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-NST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-Random0')","1.0;-0.33333333333333326;-1.0;0.33333333333333337"
"('MCTS-UCB1GRAVE-0.1-Random0' / 'MCTS-UCB1Tuned-0.1-NST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-ProgressiveHistory-0.1-MAST')","-0.33333333333333326;-1.0;0.33333333333333337;1.0"
"('MCTS-UCB1GRAVE-0.1-Random0' / 'MCTS-UCB1Tuned-0.1-NST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-ProgressiveHistory-0.1-MAST')","-0.33333333333333326;1.0;0.33333333333333337;-1.0"
"('MCTS-UCB1Tuned-0.1-NST' / 'MCTS-ProgressiveHistory-0.1-MAST' / 'MCTS-UCB1Tuned-0.1-Random4' / 'MCTS-UCB1GRAVE-0.1-Random0')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
