agents,utilities
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-1.41421356237-MAST' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.1-Random4')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-1.41421356237-MAST' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.1-Random4')","1.0;0.33333333333333337;-1.0;-0.33333333333333326"
"('MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","1.0;-1.0;0.33333333333333337;-0.33333333333333326"
"('MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-MAST')","-1.0;1.0;0.33333333333333337;-0.33333333333333326"
"('MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-MAST')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-MAST' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-MAST' / 'MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random0')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-1.41421356237-MAST')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-ProgressiveHistory-1.41421356237-Random4' / 'MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-1.41421356237-MAST')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-ProgressiveHistory-1.41421356237-MAST' / 'MCTS-UCB1Tuned-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-1.41421356237-Random4')","1.0;0.33333333333333337;-0.33333333333333326;-1.0"
