agents,utilities
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random')","-0.33333333333333326;0.6666666666666667;0.6666666666666667;-1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random')","-0.33333333333333326;0.6666666666666667;0.6666666666666667;-1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random')","0.6666666666666667;-0.33333333333333326;0.6666666666666667;-1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random')","-0.33333333333333326;0.33333333333333337;1.0;-1.0"
"('MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random' / 'Random')","0.6666666666666667;-0.33333333333333326;-1.0;0.6666666666666667"
"('MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random' / 'Random')","0.6666666666666667;-1.0;-0.33333333333333326;0.6666666666666667"
"('MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random' / 'Random')","0.6666666666666667;-1.0;-0.33333333333333326;0.6666666666666667"
"('MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random' / 'Random')","0.6666666666666667;-1.0;-0.33333333333333326;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST')","-1.0;-0.33333333333333326;0.6666666666666667;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST')","-1.0;-0.33333333333333326;0.33333333333333337;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST')","-1.0;-0.33333333333333326;0.6666666666666667;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST')","-1.0;-0.33333333333333326;0.6666666666666667;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST')","-1.0;-0.33333333333333326;0.6666666666666667;0.6666666666666667"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-NST')","-0.33333333333333326;-1.0;0.33333333333333337;1.0"
"('Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random')","0.6666666666666667;0.6666666666666667;-1.0;-0.33333333333333326"
"('Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random')","0.6666666666666667;0.6666666666666667;-1.0;-0.33333333333333326"
"('Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random')","0.6666666666666667;0.6666666666666667;-1.0;-0.33333333333333326"
"('Random' / 'MCTS-UCB1Tuned-0.1-NST' / 'Random' / 'Random')","0.6666666666666667;0.6666666666666667;-1.0;-0.33333333333333326"
