agents,utilities
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","1.0;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","1.0;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","1.0;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","1.0;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random4' / 'MCTS-UCB1-1.41421356237-Random0')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","-1.0;1.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","0.0;0.0"
"('MCTS-UCB1-1.41421356237-Random0' / 'MCTS-ProgressiveHistory-0.1-Random4')","1.0;-1.0"
