agents,utilities
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","-1.0;1.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","1.0;0.0;-1.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","1.0;-1.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","-1.0;0.5;0.5"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","1.0;0.0;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST')","1.0;0.0;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST')","0.5;-1.0;0.5"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST')","1.0;0.0;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST')","0.5;0.5;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST')","0.0;-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST')","1.0;-1.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST')","-1.0;0.0;1.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST')","0.0;-1.0;1.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST')","1.0;-1.0;0.0"
"('MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST')","-1.0;0.5;0.5"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","1.0;0.0;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","-1.0;0.5;0.5"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","-1.0;0.5;0.5"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","1.0;0.0;-1.0"
"('MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-ProgressiveHistory-0.1-Random0')","0.5;0.5;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST')","-1.0;0.5;0.5"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST')","-1.0;0.5;0.5"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST')","0.0;-1.0;1.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1Tuned-0.6-MAST' / 'MCTS-UCB1-0.6-MAST')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","-0.5;-0.5;1.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","0.0;1.0;-1.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","-1.0;1.0;0.0"
"('MCTS-ProgressiveHistory-0.1-Random0' / 'MCTS-UCB1-0.6-MAST' / 'MCTS-UCB1Tuned-0.6-MAST')","0.0;1.0;-1.0"
