agents,utilities
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-1.0;-0.33333333333333326;0.33333333333333337;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-0.33333333333333326;0.33333333333333337;-1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-0.33333333333333326;1.0;-1.0;0.33333333333333337"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-1.0;-0.33333333333333326;0.33333333333333337;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-1.0;0.33333333333333337;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-1.0;0.33333333333333337;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-0.33333333333333326;0.33333333333333337;-1.0;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","-1.0;-0.33333333333333326;0.33333333333333337;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","0.33333333333333337;-1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST')","0.33333333333333337;-0.33333333333333326;-1.0;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST' / 'Random')","-1.0;-0.33333333333333326;1.0;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST' / 'Random')","-1.0;1.0;-0.33333333333333326;0.33333333333333337"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST' / 'Random')","0.33333333333333337;-0.33333333333333326;1.0;-1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST' / 'Random')","-0.33333333333333326;0.33333333333333337;1.0;-1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST' / 'Random')","-1.0;0.33333333333333337;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST' / 'Random')","-1.0;0.33333333333333337;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.6-MAST' / 'Random')","-0.33333333333333326;0.33333333333333337;1.0;-1.0"
