agents,utilities
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('Random' / 'Random' / 'MCTS-UCB1Tuned-0.1-Random0' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-0.1-Random0' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-0.1-Random0' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
"('MCTS-UCB1Tuned-0.1-Random0' / 'Random' / 'Random' / 'Random')","-0.33333333333333326;1.0;-0.33333333333333326;1.0"
"('MCTS-UCB1Tuned-0.1-Random0' / 'Random' / 'Random' / 'Random')","1.0;-0.33333333333333326;1.0;-0.33333333333333326"
